neighbourhood_group,neighbourhood,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,year,month,day
0,12,0,100,0.002002002002002002,0,0.041570438799076216,0,0,2019,8,12
1,17,0,40,0.0,2,0.023094688221709007,0,0,2017,5,22
0,8,0,56,0.001001001001001001,0,0.041570438799076216,0,0,2019,8,12
1,25,1,208,0.0,0,0.0023094688221709007,2,351,2017,9,13
1,30,1,185,0.001001001001001001,3,0.14549653579676675,2,308,2019,8,3
1,38,0,90,0.003003003003003003,0,0.041570438799076216,0,0,2019,8,12
1,22,1,160,0.006006006006006006,1,0.009237875288683603,2,365,2018,3,14
1,22,1,144,0.004004004004004004,3,0.08237105465742879,2,360,2019,7,14
1,22,1,119,0.006006006006006006,3,0.061585835257890686,2,362,2019,8,22
1,38,0,175,0.0,2,0.02155504234026174,1,362,2019,8,19
1,38,0,165,0.0,0,0.03695150115473441,1,362,2019,6,29
1,38,0,185,0.0,0,0.007698229407236336,1,361,2018,11,28
1,38,0,269,0.0,0,0.041570438799076216,1,323,2019,8,12
1,38,0,319,0.0,1,0.02848344880677444,1,326,2019,7,31
1,38,0,290,0.0,0,0.041570438799076216,1,297,2019,8,12
1,38,0,156,0.0,2,0.15550423402617397,1,361,2019,8,15
1,21,0,60,0.0890890890890891,0,0.041570438799076216,3,365,2019,8,12
1,29,1,258,0.002002002002002002,3,0.17090069284064666,2,31,2019,8,10
0,23,0,60,0.004004004004004004,3,0.041570438799076216,2,355,2019,5,6
0,8,0,62,0.006006006006006006,2,0.024634334103156273,2,365,2019,6,1
1,31,1,108,0.001001001001001001,1,0.004618937644341801,0,0,2017,5,12
1,30,0,115,0.003003003003003003,3,0.11393379522709776,0,147,2019,7,28
1,25,0,210,0.0,3,0.10238645111624327,1,306,2019,8,21
1,29,1,204,0.001001001001001001,3,0.10623556581986142,1,157,2019,8,15
0,8,0,61,0.0,0,0.041570438799076216,0,0,2019,8,12
1,29,1,269,0.002002002002002002,3,0.18860662047729024,2,41,2019,8,2
1,30,0,78,0.0920920920920921,3,0.05619707467282525,0,89,2017,9,3
1,29,1,110,0.001001001001001001,3,0.08929946112394149,2,41,2019,8,8
1,38,1,119,0.001001001001001001,0,0.041570438799076216,0,0,2019,8,12
1,25,1,250,0.001001001001001001,0,0.041570438799076216,0,0,2019,8,12
1,36,1,237,0.003003003003003003,0,0.011547344110854504,3,301,2019,2,22
1,32,0,75,0.002002002002002002,3,0.07852193995381063,0,243,2019,8,7
0,23,1,210,0.001001001001001001,3,0.1539645881447267,0,332,2019,8,25
1,20,0,56,0.0,0,0.041570438799076216,0,0,2019,8,12
1,39,1,156,0.005005005005005005,2,0.026173979984603538,1,177,2019,7,30
1,28,1,149,0.0890890890890891,2,0.01770592763664357,0,362,2018,12,6
1,26,0,49,0.0,0,0.041570438799076216,0,0,2019,8,12
0,34,0,50,0.006006006006006006,3,0.03926096997690531,0,56,2019,6,9
1,26,0,56,0.0,0,0.0023094688221709007,0,341,2017,6,19
0,23,0,69,0.004004004004004004,2,0.03079291762894534,1,162,2019,5,31
1,26,1,131,0.002002002002002002,0,0.041570438799076216,0,0,2019,8,12
1,25,1,200,0.024024024024024024,1,0.011547344110854504,3,365,2019,7,26
1,21,0,99,0.0,3,0.15088529638183218,1,58,2019,8,7
1,27,0,69,0.004004004004004004,1,0.004618937644341801,2,365,2018,8,11
0,8,0,51,0.006006006006006006,2,0.010007698229407237,0,365,2018,5,2
1,29,1,214,0.001001001001001001,3,0.18090839107005388,1,149,2019,8,12
1,27,0,99,0.002002002002002002,2,0.018475750577367205,2,365,2019,8,7
1,31,0,150,0.001001001001001001,3,0.2717474980754427,2,81,2019,8,12
1,22,1,100,0.006006006006006006,1,0.023094688221709007,2,336,2019,2,25
1,21,1,125,0.006006006006006006,2,0.07005388760585066,2,360,2019,5,13
1,28,0,74,0.002002002002002002,2,0.024634334103156273,2,334,2019,7,12
1,29,0,81,0.001001001001001001,2,0.012317167051578136,1,138,2017,12,12
1,32,0,60,0.002002002002002002,3,0.2802155504234026,0,235,2019,8,3
1,24,1,125,0.02902902902902903,2,0.012317167051578136,1,151,2019,1,3
1,38,1,108,0.0890890890890891,0,0.003079291762894534,0,363,2017,12,30
1,36,0,69,0.002002002002002002,3,0.24942263279445728,0,22,2019,8,6
1,28,1,114,0.002002002002002002,3,0.11778290993071594,0,335,2019,7,13
1,21,0,50,0.001001001001001001,2,0.026943802925327172,0,0,2019,3,20
1,28,0,54,0.001001001001001001,3,0.25943033102386454,1,162,2019,8,8
0,34,0,51,0.0890890890890891,0,0.0023094688221709007,0,365,2017,7,1
1,25,0,60,0.0,0,0.041570438799076216,0,0,2019,8,12
1,29,1,118,0.002002002002002002,3,0.07005388760585066,2,46,2019,5,31
1,25,0,42,0.0,0,0.041570438799076216,0,0,2019,8,12
1,25,1,368,0.006006006006006006,2,0.013086989992301769,3,193,2019,1,8
1,25,1,300,0.05905905905905906,2,0.023864511162432638,3,364,2019,7,29
1,20,0,100,0.0,0,0.041570438799076216,0,0,2019,8,12
1,38,1,224,0.011011011011011011,3,0.35950731331793684,1,30,2019,8,11
1,25,0,94,0.0,0,0.041570438799076216,0,0,2019,8,12
1,31,0,60,0.0,3,0.3964588144726713,0,148,2019,8,7
1,38,1,181,0.05905905905905906,0,0.041570438799076216,0,365,2019,8,12
1,28,1,237,0.02902902902902903,2,0.013086989992301769,3,255,2019,6,23
1,30,0,94,0.0,3,0.3063895304080062,0,344,2019,8,18
1,29,1,108,0.002002002002002002,1,0.011547344110854504,2,41,2019,6,15
0,34,0,50,0.0,0,0.041570438799076216,0,331,2019,8,12
1,25,0,44,0.01701701701701702,0,0.0023094688221709007,3,362,2017,7,28
1,25,0,50,0.001001001001001001,3,0.15473441108545036,2,284,2019,7,27
1,28,0,62,0.024024024024024024,0,0.041570438799076216,0,0,2019,8,12
1,28,0,62,0.001001001001001001,3,0.3733641262509623,1,204,2019,8,10
1,31,0,56,0.001001001001001001,2,0.02155504234026174,1,0,2019,1,1
1,28,0,62,0.001001001001001001,3,0.37028483448806776,1,252,2019,8,7
1,28,0,76,0.001001001001001001,3,0.3579676674364896,1,247,2019,8,13
1,28,0,83,0.001001001001001001,3,0.37028483448806776,1,305,2019,8,2
1,25,0,111,0.001001001001001001,0,0.041570438799076216,0,180,2019,8,12
1,26,0,69,0.17917917917917917,0,0.041570438799076216,0,358,2019,8,12
1,29,1,110,0.02902902902902903,3,0.053887605850654344,3,303,2019,6,3
0,34,1,126,0.009009009009009009,3,0.08160123171670516,3,0,2019,6,2
1,38,1,146,0.02902902902902903,3,0.06466512702078521,3,250,2019,3,1
1,24,1,381,0.0890890890890891,0,0.0038491147036181675,1,270,2018,3,5
1,39,1,290,0.009009009009009009,0,0.041570438799076216,1,85,2019,8,12
1,25,1,131,0.002002002002002002,0,0.0023094688221709007,0,0,2017,7,23
1,25,0,78,0.002002002002002002,3,0.16551193225558125,0,136,2019,8,14
1,25,0,37,0.01701701701701702,0,0.012317167051578136,3,360,2019,3,2
1,39,0,110,0.0,3,0.04849884526558891,2,338,2019,8,1
1,35,0,62,0.0,1,0.004618937644341801,0,0,2017,8,18
1,31,0,90,0.001001001001001001,3,0.16166281755196305,2,84,2019,8,10
1,28,1,140,0.0,3,0.1493456505003849,1,0,2019,8,4
1,39,0,85,0.001001001001001001,3,0.1147036181678214,2,344,2019,7,30
1,25,0,150,0.0,3,0.05157813702848345,1,352,2018,7,24
1,29,1,187,0.002002002002002002,3,0.11393379522709776,2,43,2019,7,20
1,25,0,150,0.0,0,0.004618937644341801,1,299,2018,6,19
1,29,1,187,0.001001001001001001,3,0.19630484988452657,2,49,2019,8,13
1,27,0,56,0.006006006006006006,1,0.005388760585065436,0,0,2017,9,2
1,31,1,199,0.001001001001001001,3,0.07236335642802155,2,18,2019,8,8
1,32,0,160,0.0,2,0.03156274056966897,2,314,2019,7,29
0,23,0,69,0.002002002002002002,3,0.147036181678214,1,234,2019,8,25
0,8,0,69,0.0,3,0.07544264819091609,1,345,2019,8,14
1,25,0,35,0.01701701701701702,0,0.0023094688221709007,3,362,2017,6,18
1,38,0,104,0.36436436436436437,0,0.041570438799076216,0,364,2019,8,12
1,28,1,281,0.001001001001001001,1,0.007698229407236336,0,0,2018,1,2
1,28,1,131,0.0,3,0.1924557351809084,1,0,2019,7,6
1,30,0,87,0.001001001001001001,2,0.018475750577367205,2,341,2019,7,23
1,28,1,140,0.0,3,0.20246343341031564,1,0,2019,8,4
1,28,1,133,0.0,3,0.16628175519630486,1,0,2019,6,3
1,30,1,150,0.005005005005005005,2,0.020015396458814474,2,300,2019,3,27
1,30,1,149,0.005005005005005005,3,0.03541185527328714,2,293,2019,3,30
0,7,0,33,0.2092092092092092,0,0.041570438799076216,0,274,2019,8,12
1,35,0,310,0.006006006006006006,0,0.041570438799076216,0,365,2019,8,12
1,29,0,14,0.001001001001001001,0,0.0023094688221709007,0,0,2017,5,14
0,7,1,183,0.0,3,0.1100846805234796,1,116,2019,8,9
1,28,0,81,0.004004004004004004,0,0.041570438799076216,0,0,2019,8,12
1,36,0,50,0.002002002002002002,1,0.004618937644341801,0,239,2017,6,4
0,8,0,60,0.0,0,0.041570438799076216,0,0,2019,8,12
1,36,1,165,0.001001001001001001,0,0.0023094688221709007,0,0,2017,6,26
1,26,1,269,0.002002002002002002,3,0.10392609699769054,0,9,2019,8,12
1,25,0,39,0.01701701701701702,1,0.005388760585065436,3,362,2019,1,20
1,21,1,150,0.004004004004004004,3,0.03156274056966897,2,365,2019,8,24
0,8,0,56,0.002002002002002002,0,0.041570438799076216,0,0,2019,8,12
1,28,1,110,0.002002002002002002,3,0.1447267128560431,2,279,2019,7,24
1,35,0,194,0.0,3,0.03310238645111624,0,0,2018,10,20
0,12,0,60,0.0,0,0.041570438799076216,0,0,2019,8,12
1,30,0,149,0.005005005005005005,2,0.01077752117013087,2,294,2019,2,28
1,36,1,200,0.004004004004004004,2,0.016936104695919937,3,208,2019,1,4
0,34,0,50,0.001001001001001001,0,0.041570438799076216,0,0,2019,8,12
1,29,1,258,0.002002002002002002,2,0.023094688221709007,2,31,2019,8,12
0,34,0,50,0.001001001001001001,0,0.0023094688221709007,0,0,2017,7,3
1,31,0,69,0.0,2,0.013856812933025403,0,0,2017,7,24
1,21,0,56,0.0,0,0.041570438799076216,0,0,2019,8,12
0,12,0,69,0.002002002002002002,2,0.016936104695919937,1,362,2019,6,24
1,26,1,222,0.002002002002002002,2,0.016936104695919937,1,0,2017,9,20
1,26,0,60,0.0,0,0.0023094688221709007,1,0,2017,6,2
0,34,0,81,0.004004004004004004,3,0.03849114703618168,0,63,2019,4,28
1,38,1,144,0.006006006006006006,2,0.037721324095458045,2,365,2019,3,21
1,39,1,342,0.005005005005005005,1,0.01077752117013087,1,361,2019,5,11
1,32,1,342,0.005005005005005005,1,0.013086989992301769,1,361,2019,3,19
1,39,1,343,0.005005005005005005,2,0.036181678214010776,1,334,2019,5,1
1,39,1,342,0.005005005005005005,0,0.004618937644341801,1,334,2018,7,5
1,31,1,169,0.001001001001001001,3,0.049268668206312545,0,348,2019,8,4
1,25,0,69,0.004004004004004004,3,0.11932255581216321,0,0,2018,12,12
0,23,1,200,0.006006006006006006,0,0.041570438799076216,0,0,2019,8,12
1,31,0,72,0.001001001001001001,3,0.1308698999230177,2,208,2019,7,26
1,31,0,72,0.001001001001001001,3,0.03849114703618168,2,218,2019,7,8
1,29,1,214,0.001001001001001001,3,0.1424172440338722,1,150,2019,8,17
1,38,1,150,0.0,3,0.10931485758275596,1,68,2019,8,24
1,30,0,50,0.006006006006006006,0,0.041570438799076216,0,0,2019,8,12
1,25,1,154,0.004004004004004004,0,0.0023094688221709007,0,0,2017,7,13
1,27,0,56,0.0,0,0.041570438799076216,0,0,2019,8,12
1,21,0,56,0.02702702702702703,0,0.0038491147036181675,3,333,2018,3,5
1,17,0,60,0.001001001001001001,3,0.26712856043110084,0,13,2019,8,12
1,26,0,387,0.0,0,0.0023094688221709007,0,365,2017,6,3
1,32,1,231,0.001001001001001001,0,0.0023094688221709007,0,0,2017,6,17
1,30,0,100,0.001001001001001001,3,0.1693610469591994,2,327,2019,7,19
1,25,0,40,0.01701701701701702,0,0.004618937644341801,3,342,2018,7,17
1,28,1,69,0.002002002002002002,0,0.041570438799076216,0,0,2019,8,12
1,28,0,56,0.001001001001001001,3,0.2963818321785989,0,313,2019,7,27
1,24,0,60,0.003003003003003003,0,0.041570438799076216,0,0,2019,8,12
1,25,1,99,0.001001001001001001,3,0.13625866050808313,1,150,2019,8,23
1,22,1,125,0.002002002002002002,1,0.005388760585065436,0,292,2017,9,26
1,21,0,76,0.01701701701701702,0,0.0023094688221709007,3,350,2017,6,8
1,21,0,56,0.01701701701701702,0,0.0038491147036181675,3,350,2018,5,6
1,28,0,78,0.001001001001001001,3,0.2732871439568899,1,356,2019,8,10
1,28,0,58,0.001001001001001001,3,0.26250962278675904,1,347,2019,8,3
1,28,1,165,0.0,3,0.34334103156274054,2,47,2019,5,31
1,38,0,300,0.0,2,0.03387220939183987,2,167,2019,7,18
1,21,0,300,0.0,1,0.03156274056966897,2,173,2019,3,7
1,38,0,300,0.0,2,0.041570438799076216,2,176,2019,8,10
1,38,0,300,0.0,2,0.03464203233256351,2,176,2019,3,15
1,38,0,300,0.0,3,0.057736720554272515,2,146,2019,8,1
1,21,0,300,0.0,3,0.04849884526558891,2,171,2019,8,17
1,38,1,131,0.006006006006006006,2,0.037721324095458045,2,316,2019,5,19
0,12,0,90,0.08708708708708708,1,0.008468052347959968,0,331,2017,9,24
1,30,0,94,0.007007007007007007,3,0.07390300230946882,0,281,2019,8,25
1,30,1,144,0.006006006006006006,2,0.03541185527328714,2,365,2019,8,13
1,38,1,150,0.006006006006006006,3,0.07852193995381063,2,365,2019,8,25
1,30,0,81,0.0,0,0.041570438799076216,0,0,2019,8,12
1,31,0,60,0.001001001001001001,3,0.1993841416474211,2,76,2019,8,25
1,25,1,131,0.0,3,0.4780600461893764,2,113,2019,8,12
1,31,1,92,0.004004004004004004,3,0.06004618937644342,3,61,2019,5,2
1,26,0,119,0.009009009009009009,0,0.041570438799076216,0,0,2019,8,12
1,21,0,56,0.01701701701701702,0,0.041570438799076216,3,350,2019,8,12
1,39,1,251,0.001001001001001001,3,0.11855273287143957,2,271,2019,8,13
1,25,1,118,0.002002002002002002,2,0.02848344880677444,3,335,2019,5,13
0,12,0,83,0.07407407407407407,0,0.041570438799076216,0,234,2019,8,12
1,28,1,135,0.0,3,0.4241724403387221,2,115,2019,8,8
1,17,1,100,0.35935935935935936,0,0.041570438799076216,1,364,2019,8,12
1,30,0,75,0.001001001001001001,3,0.18783679753656662,0,34,2019,8,12
1,26,1,150,0.002002002002002002,1,0.008468052347959968,0,0,2017,9,20
0,34,1,310,0.02902902902902903,3,0.07775211701308699,3,269,2019,7,15
1,35,1,181,0.0,3,0.29022324865280985,1,59,2019,7,27
1,17,0,81,0.001001001001001001,2,0.11316397228637413,1,50,2019,8,14
1,37,1,225,0.005005005005005005,3,0.052347959969207075,2,327,2019,3,29
1,30,1,350,0.005005005005005005,3,0.07159353348729791,2,316,2019,8,11
1,22,1,231,0.005005005005005005,2,0.026943802925327172,2,361,2019,4,17
1,21,1,169,0.003003003003003003,0,0.0023094688221709007,0,0,2017,7,17
1,21,1,344,0.005005005005005005,3,0.04541955350269438,2,359,2019,7,24
1,29,0,40,0.006006006006006006,0,0.041570438799076216,0,0,2019,8,12
0,12,0,60,0.006006006006006006,1,0.23017705927636645,0,89,2019,8,26
1,31,0,44,0.002002002002002002,3,0.2517321016166282,2,74,2019,8,24
1,38,1,187,0.013013013013013013,3,0.11932255581216321,3,0,2019,3,11
1,25,1,87,0.0,1,0.005388760585065436,0,0,2017,6,26
1,26,0,85,0.001001001001001001,3,0.07005388760585066,1,362,2019,8,12
1,17,0,240,0.002002002002002002,0,0.041570438799076216,0,364,2019,8,12
0,12,1,310,0.0,0,0.041570438799076216,0,0,2019,8,12
1,28,0,60,0.001001001001001001,0,0.041570438799076216,0,0,2019,8,12
1,28,1,131,0.0,3,0.17013086989992304,1,0,2019,6,6
0,8,0,36,0.0,0,0.041570438799076216,1,0,2019,8,12
0,8,0,58,0.17917917917917917,0,0.041570438799076216,0,365,2019,8,12
1,28,1,187,0.001001001001001001,3,0.10546574287913779,0,145,2019,8,20
0,8,0,56,0.002002002002002002,3,0.0962278675904542,0,174,2019,8,3
1,39,1,318,0.001001001001001001,3,0.23479599692070827,2,224,2019,8,11
1,27,0,72,0.0,1,0.007698229407236336,0,0,2017,8,12
1,36,0,100,0.0,1,0.007698229407236336,0,0,2017,8,1
1,30,1,350,0.005005005005005005,3,0.09853733641262509,2,320,2019,8,10
1,32,1,303,0.0,0,0.041570438799076216,2,174,2019,8,12
1,32,1,303,0.0,2,0.050808314087759814,2,171,2019,7,17
1,32,1,303,0.0,2,0.03002309468822171,2,177,2019,7,16
1,39,1,303,0.0,2,0.06081601231716705,2,179,2019,4,1
1,17,1,107,0.0,3,0.3040800615858353,0,133,2019,8,9
1,20,0,58,0.0,1,0.005388760585065436,0,0,2017,7,8
0,7,1,158,0.0,3,0.050808314087759814,1,118,2019,2,16
1,30,1,260,0.005005005005005005,2,0.03079291762894534,2,363,2019,7,1
1,39,1,365,0.005005005005005005,3,0.05311778290993071,2,365,2019,7,5
1,20,1,87,0.0890890890890891,0,0.003079291762894534,0,307,2017,11,28
1,36,1,156,0.002002002002002002,3,0.10546574287913779,2,152,2019,8,8
1,31,1,135,0.0890890890890891,0,0.041570438799076216,0,362,2019,8,12
1,30,0,69,0.0,2,0.13163972286374134,0,345,2019,7,11
1,30,1,131,0.05805805805805806,3,0.04080061585835258,0,0,2018,8,15
1,29,1,231,0.003003003003003003,2,0.014626635873749037,0,0,2018,7,10
1,25,0,65,0.001001001001001001,3,0.07467282525019245,2,146,2019,6,10
1,30,0,158,0.001001001001001001,3,0.06389530408006158,2,333,2019,7,27
1,31,1,94,0.0,2,0.026173979984603538,3,63,2019,8,7
1,22,1,331,0.005005005005005005,3,0.06081601231716705,2,282,2019,8,16
1,27,1,249,0.0,3,0.31331793687451887,1,69,2019,7,27
1,38,1,228,0.003003003003003003,2,0.020015396458814474,1,356,2019,3,19
1,36,0,156,0.002002002002002002,3,0.044649730561970746,2,78,2019,7,22
1,31,1,90,0.004004004004004004,3,0.09930715935334873,3,77,2019,8,13
1,38,1,208,0.003003003003003003,1,0.006158583525789068,1,360,2018,10,19
0,8,1,300,0.006006006006006006,2,0.032332563510392605,0,328,2019,8,6
0,34,1,360,0.005005005005005005,2,0.024634334103156273,2,362,2019,8,16
1,36,0,108,0.002002002002002002,2,0.03002309468822171,2,317,2019,8,13
0,34,1,114,0.17917917917917917,0,0.041570438799076216,0,363,2019,8,12
1,26,1,300,0.0,0,0.041570438799076216,0,0,2019,8,12
0,34,1,386,0.005005005005005005,1,0.006928406466512702,2,264,2019,8,15
0,34,1,199,0.005005005005005005,3,0.07236335642802155,2,359,2019,8,11
1,36,0,108,0.002002002002002002,2,0.03464203233256351,2,356,2019,6,22
1,32,1,150,0.003003003003003003,0,0.041570438799076216,0,0,2019,8,12
0,23,0,381,0.0,0,0.041570438799076216,0,0,2019,8,12
0,8,0,65,0.0,3,0.04234026173979985,0,178,2019,6,27
1,27,0,69,0.0,2,0.016166281755196302,2,84,2018,10,25
0,0,0,31,0.0,0,0.0023094688221709007,0,0,2017,7,12
1,29,1,108,0.001001001001001001,3,0.13702848344880678,2,48,2019,7,15
1,25,0,35,0.02702702702702703,0,0.0023094688221709007,3,355,2017,7,13
1,26,1,131,0.001001001001001001,0,0.041570438799076216,0,0,2019,8,12
1,25,0,342,0.0,1,0.01770592763664357,2,353,2019,7,8
1,29,1,190,0.02902902902902903,3,0.0846805234795997,3,0,2019,8,5
1,31,1,87,0.0890890890890891,0,0.0023094688221709007,0,0,2017,7,31
1,36,1,150,0.002002002002002002,1,0.008468052347959968,3,332,2018,9,18
1,25,0,303,0.0,1,0.011547344110854504,2,356,2019,6,6
1,25,0,253,0.0,1,0.005388760585065436,2,356,2017,10,23
0,7,0,50,0.001001001001001001,3,0.04695919938414164,0,179,2018,6,27
0,34,1,290,0.02902902902902903,3,0.05157813702848345,3,88,2018,2,15
1,25,0,35,0.01701701701701702,0,0.006158583525789068,3,362,2018,10,1
1,21,1,210,0.0890890890890891,3,0.08929946112394149,0,179,2018,1,19
1,31,1,90,0.0890890890890891,3,0.04849884526558891,3,26,2019,5,19
1,30,0,69,0.0,0,0.041570438799076216,0,0,2019,8,12
1,28,1,131,0.002002002002002002,3,0.21170130869899922,2,251,2019,8,9
0,34,1,319,0.002002002002002002,0,0.0023094688221709007,2,365,2017,7,31
0,34,1,350,0.002002002002002002,1,0.008468052347959968,2,355,2017,10,6
1,27,1,200,0.002002002002002002,0,0.0023094688221709007,2,365,2017,9,25
1,21,0,137,0.0,1,0.013856812933025403,1,333,2019,1,18
1,26,0,99,0.0,0,0.0023094688221709007,2,365,2017,8,9
1,27,0,54,0.0890890890890891,0,0.041570438799076216,1,135,2019,8,12
0,23,0,69,0.0,0,0.0038491147036181675,0,263,2018,3,30
1,36,1,94,0.0890890890890891,0,0.041570438799076216,0,325,2019,8,12
1,21,0,192,0.0,0,0.005388760585065436,1,355,2018,8,8
1,31,0,44,0.0,0,0.041570438799076216,0,0,2019,8,12
1,27,0,78,0.0,0,0.041570438799076216,0,0,2019,8,12
1,28,1,140,0.0,3,0.2063125481139338,1,0,2019,8,12
1,28,1,135,0.0,3,0.09699769053117782,1,0,2019,6,10
1,26,0,65,0.001001001001001001,0,0.041570438799076216,0,0,2019,8,12
1,25,1,218,0.002002002002002002,1,0.008468052347959968,3,247,2018,6,30
1,28,1,150,0.003003003003003003,3,0.09237875288683603,1,313,2019,8,26
1,24,1,46,0.0890890890890891,0,0.0023094688221709007,0,180,2017,10,26
0,7,0,47,0.002002002002002002,0,0.041570438799076216,0,0,2019,8,12
1,36,1,171,0.002002002002002002,3,0.053887605850654344,2,178,2019,5,20
1,25,0,75,0.0,0,0.041570438799076216,0,0,2019,8,12
1,36,1,251,0.002002002002002002,3,0.04541955350269438,2,178,2019,7,6
1,21,1,158,0.002002002002002002,3,0.11085450346420322,0,63,2019,8,22
1,28,1,175,0.004004004004004004,0,0.041570438799076216,0,0,2019,8,12
1,32,0,42,0.0890890890890891,0,0.041570438799076216,2,180,2019,8,12
0,23,1,281,0.0890890890890891,1,0.006158583525789068,0,180,2018,2,19
1,36,1,118,0.002002002002002002,1,0.005388760585065436,1,365,2019,8,11
1,36,1,172,0.002002002002002002,3,0.08929946112394149,2,152,2019,7,8
0,12,1,110,0.02002002002002002,0,0.041570438799076216,0,0,2019,8,12
1,36,1,131,0.002002002002002002,2,0.013086989992301769,2,84,2018,8,15
0,23,0,96,0.002002002002002002,0,0.041570438799076216,0,0,2019,8,12
1,37,1,225,0.005005005005005005,3,0.04003079291762895,2,355,2019,8,17
1,36,1,118,0.002002002002002002,3,0.07544264819091609,2,57,2019,6,24
1,36,1,149,0.002002002002002002,0,0.0023094688221709007,2,0,2017,8,5
1,29,1,300,0.001001001001001001,3,0.15088529638183218,1,281,2019,8,12
1,32,0,143,0.0890890890890891,0,0.041570438799076216,2,365,2019,8,12
1,36,1,128,0.002002002002002002,3,0.061585835257890686,2,80,2019,6,7
1,36,1,118,0.002002002002002002,3,0.06697459584295612,2,72,2019,7,19
1,32,1,125,0.0,1,0.005388760585065436,0,0,2017,8,11
1,25,0,144,0.0,1,0.005388760585065436,2,347,2018,7,20
1,31,0,22,0.0890890890890891,0,0.041570438799076216,2,180,2019,8,12
0,7,0,51,0.001001001001001001,2,0.03079291762894534,1,360,2019,5,2
1,39,1,260,0.005005005005005005,3,0.04234026173979985,2,359,2019,6,23
0,34,1,199,0.005005005005005005,3,0.04695919938414164,2,362,2019,7,31
1,39,1,365,0.005005005005005005,2,0.025404157043879907,2,351,2019,6,29
0,34,1,360,0.005005005005005005,2,0.029253271747498075,2,351,2019,7,23
1,27,1,269,0.002002002002002002,1,0.008468052347959968,2,365,2019,1,28
1,36,1,128,0.002002002002002002,2,0.03310238645111624,2,359,2019,3,10
1,29,1,228,0.014014014014014014,3,0.059276366435719784,1,329,2019,8,15
1,36,0,251,0.0890890890890891,3,0.19553502694380293,0,175,2019,2,3
1,31,0,33,0.0890890890890891,0,0.041570438799076216,2,365,2019,8,12
1,32,1,201,0.005005005005005005,0,0.041570438799076216,0,0,2019,8,12
1,25,1,194,0.001001001001001001,3,0.26481909160892997,2,153,2019,8,12
0,6,0,37,0.03003003003003003,3,0.03926096997690531,0,329,2019,7,31
0,7,0,49,0.004004004004004004,3,0.12009237875288684,0,0,2019,3,1
1,22,1,344,0.005005005005005005,2,0.018475750577367205,2,307,2019,6,12
0,34,1,386,0.005005005005005005,0,0.053887605850654344,2,362,2019,7,18
1,22,1,344,0.005005005005005005,3,0.03387220939183987,2,352,2019,8,19
1,26,0,97,0.0890890890890891,2,0.020785219399538108,0,363,2018,3,6
1,25,0,60,0.0,0,0.041570438799076216,0,0,2019,8,12
1,30,1,225,0.005005005005005005,3,0.04311008468052348,2,344,2019,5,24
1,31,0,31,0.0890890890890891,0,0.0023094688221709007,2,180,2017,8,3
1,25,1,125,0.0,3,0.3317936874518861,2,154,2019,8,12
0,8,0,65,0.004004004004004004,2,0.022324865280985373,2,365,2019,2,20
1,31,0,53,0.001001001001001001,3,0.11932255581216321,1,352,2019,8,12
1,20,1,110,0.001001001001001001,3,0.2270977675134719,0,55,2019,8,25
1,36,0,150,0.001001001001001001,0,0.041570438799076216,0,87,2019,8,12
1,27,0,51,0.001001001001001001,1,0.008468052347959968,0,0,2017,9,17
0,23,0,89,0.003003003003003003,2,0.037721324095458045,2,359,2019,8,10
1,22,1,231,0.005005005005005005,2,0.04234026173979985,2,361,2019,8,11
1,25,0,56,0.0,2,0.014626635873749037,0,0,2017,9,9
1,36,1,128,0.002002002002002002,2,0.027713625866050806,3,121,2019,4,22
0,23,0,79,0.004004004004004004,1,0.01077752117013087,2,348,2019,7,13
1,38,1,85,0.0,3,0.2109314857582756,1,306,2019,8,21
1,26,0,100,0.0,0,0.0023094688221709007,0,0,2017,9,23
1,35,0,269,0.006006006006006006,0,0.041570438799076216,3,364,2019,8,12
1,29,1,187,0.001001001001001001,3,0.1832178598922248,2,35,2019,8,8
1,25,1,250,0.17917917917917917,0,0.041570438799076216,0,358,2019,8,12
1,26,0,50,0.17917917917917917,0,0.041570438799076216,2,365,2019,8,12
1,36,0,118,0.002002002002002002,1,0.011547344110854504,2,351,2018,9,16
1,26,0,69,0.0,1,0.008468052347959968,0,148,2019,6,30
0,8,1,281,0.004004004004004004,2,0.022324865280985373,2,355,2019,8,5
0,23,1,250,0.004004004004004004,1,0.011547344110854504,2,348,2018,12,15
1,27,1,222,0.0,2,0.023094688221709007,1,356,2019,8,23
1,25,0,81,0.001001001001001001,3,0.07313317936874518,0,0,2019,2,28
0,23,0,60,0.004004004004004004,1,0.008468052347959968,2,0,2018,5,30
1,25,1,90,0.0,2,0.023094688221709007,0,0,2018,1,4
0,23,0,62,0.002002002002002002,1,0.009237875288683603,2,359,2018,8,27
1,36,1,106,0.002002002002002002,1,0.013086989992301769,2,25,2019,2,17
1,25,1,118,0.002002002002002002,3,0.05696689761354888,3,328,2018,12,31
1,31,0,49,0.001001001001001001,0,0.003079291762894534,1,0,2018,1,23
1,31,0,65,0.002002002002002002,1,0.005388760585065436,0,0,2017,9,15
1,25,0,56,0.001001001001001001,1,0.009237875288683603,0,0,2017,11,5
1,27,0,49,0.002002002002002002,1,0.005388760585065436,0,0,2017,9,28
